21:17:01.948580,-0.792
21:17:01.998326,-0.726
21:17:02.048193,-0.654
21:17:02.099152,-0.574
21:17:02.148973,-0.489
21:17:02.199034,-0.401
21:17:02.248555,-0.308
21:17:02.298456,-0.211
21:17:02.349006,-0.111
21:17:02.398953,-0.013
21:17:02.449173,0.088
21:17:02.499455,0.187
21:17:02.548592,0.283
21:17:02.598492,0.378
21:17:02.648270,0.468
21:17:02.698833,0.554
21:17:02.749010,0.634
21:17:02.797775,0.709
21:17:02.849330,0.775
21:17:02.899159,0.835
21:17:02.948708,0.885
21:17:02.999184,0.927
21:17:03.048146,0.960
21:17:03.098528,0.983
21:17:03.149488,0.997
21:17:03.197626,1.000
21:17:03.249537,0.993
21:17:03.298844,0.977
21:17:03.348531,0.951
21:17:03.398734,0.914
21:17:03.447956,0.870
21:17:03.498989,0.815
21:17:03.548905,0.753
21:17:03.598962,0.685
21:17:03.648222,0.609
21:17:03.698591,0.527
21:17:03.749041,0.438
21:17:03.798921,0.347
21:17:03.847974,0.252
21:17:03.897933,0.153
21:17:03.949621,0.053
21:17:03.998819,-0.046
21:17:04.048543,-0.146
21:17:04.099312,-0.244
21:17:04.148978,-0.340
21:17:04.198784,-0.431
21:17:04.248978,-0.519
21:17:04.298890,-0.602
21:17:04.348723,-0.679
21:17:04.399532,-0.749
21:17:04.448955,-0.811
21:17:04.499423,-0.866
21:17:04.549155,-0.911
21:17:04.598882,-0.948
21:17:04.648357,-0.975
21:17:04.699351,-0.992
21:17:04.748361,-1.000
21:17:04.799474,-0.997
21:17:04.848543,-0.985
21:17:04.898394,-0.963
21:17:04.949645,-0.930
21:17:04.998412,-0.889
21:17:05.048706,-0.839
21:17:05.098619,-0.781
21:17:05.147943,-0.715
21:17:05.198766,-0.641
21:17:05.248708,-0.561
21:17:05.298245,-0.476
21:17:05.348408,-0.386
21:17:05.398397,-0.292
21:17:05.448618,-0.195
21:17:05.498950,-0.096
21:17:05.549071,0.005
21:17:05.598759,0.104
21:17:05.647925,0.202
21:17:05.698232,0.299
21:17:05.748464,0.393
21:17:05.798566,0.483
21:17:05.848803,0.569
21:17:05.899395,0.648
21:17:05.949056,0.720
21:17:05.999017,0.786
21:17:06.048436,0.843
21:17:06.099441,0.893
21:17:06.149248,0.934
21:17:06.198558,0.965
