09:11:33.170509,91.000
09:11:33.197071,13.000
09:11:33.203033,52.000
09:11:33.214049,40.000
09:11:33.225855,95.000
09:11:33.241780,53.000
09:11:33.253808,11.000
09:11:33.266647,18.000
09:11:33.282144,97.000
09:11:33.286474,27.000
09:11:33.304300,46.000
09:11:33.313102,83.000
09:11:33.323171,85.000
09:11:33.333472,79.000
09:11:33.345384,11.000
09:11:33.357223,97.000
09:11:33.367621,52.000
09:11:33.380262,94.000
09:11:33.392282,51.000
09:11:33.407312,36.000
09:11:33.414166,89.000
09:11:33.433154,21.000
09:11:33.439700,66.000
09:11:33.450522,8.000
09:11:33.462602,94.000
09:11:33.471073,3.000
09:11:33.487132,73.000
09:11:33.493774,94.000
09:11:33.505663,15.000
09:11:33.524520,3.000
09:11:33.529123,63.000
09:11:33.535612,94.000
09:11:33.545227,7.000
09:11:33.564832,18.000
09:11:33.569880,42.000
09:11:33.580777,74.000
09:11:33.598982,10.000
09:11:33.605669,62.000
09:11:33.617373,78.000
09:11:33.633669,28.000
09:11:33.644563,7.000
09:11:33.661504,52.000
09:11:33.665935,80.000
09:11:33.677544,22.000
09:11:33.688354,1.000
09:11:33.703091,20.000
09:11:33.712651,92.000
09:11:33.723163,20.000
09:11:33.734256,56.000
09:11:33.744035,38.000
09:11:33.759466,15.000
09:11:33.764406,7.000
09:11:33.775651,91.000
09:11:33.791881,26.000
09:11:33.796967,59.000
09:11:33.808489,28.000
09:11:33.824190,23.000
09:11:33.829003,53.000
09:11:33.847013,81.000
09:11:33.851273,62.000
09:11:33.867580,14.000
09:11:33.873514,9.000
09:11:33.881178,51.000
09:11:33.889794,9.000
09:11:33.907706,37.000
09:11:33.912925,14.000
09:11:33.925173,61.000
09:11:33.936366,95.000
09:11:33.950819,81.000
09:11:33.961350,83.000
09:11:33.971829,67.000
09:11:33.982229,8.000
09:11:33.997710,99.000
09:11:34.012760,22.000
09:11:34.018972,56.000
09:11:34.030534,19.000
09:11:34.040278,32.000
09:11:34.049058,86.000
09:11:34.058923,60.000
09:11:34.069299,77.000
09:11:34.079934,90.000
09:11:34.089712,67.000
09:11:34.099964,21.000
09:11:34.108209,78.000
09:11:34.118989,64.000
09:11:34.133716,15.000
09:11:34.138652,59.000
09:11:34.154300,14.000
09:11:34.160717,81.000
09:11:34.180065,60.000
09:11:34.185600,42.000
09:11:34.196711,59.000
09:11:34.206859,26.000
09:11:34.218073,25.000
09:11:34.233211,13.000
09:11:34.238863,27.000
09:11:34.251254,33.000
09:11:34.261781,74.000
09:11:34.276089,62.000
09:11:34.290992,96.000
09:11:34.299979,59.000
09:11:34.308615,44.000
09:11:34.320159,99.000
09:11:34.328344,12.000
09:11:34.337979,15.000
09:11:34.348271,46.000
09:11:34.362217,32.000
09:11:34.376457,79.000
09:11:34.380927,22.000
09:11:34.392797,21.000
09:11:34.413401,65.000
09:11:34.419663,23.000
09:11:34.431110,43.000
09:11:34.444596,31.000
09:11:34.453984,79.000
09:11:34.463338,59.000
09:11:34.472265,58.000
09:11:34.485645,64.000
09:11:34.496338,60.000
09:11:34.507119,31.000
09:11:34.521909,73.000
09:11:34.526425,26.000
09:11:34.535270,20.000
09:11:34.543518,84.000
09:11:34.556357,13.000
09:11:34.567294,45.000
09:11:34.579457,27.000
09:11:34.587969,11.000
09:11:34.603718,22.000
09:11:34.614671,77.000
09:11:34.627099,7.000
09:11:34.639329,66.000
09:11:34.651226,34.000
09:11:34.660969,52.000
09:11:34.671438,0.000
09:11:34.683791,79.000
09:11:34.696453,8.000
09:11:34.707986,21.000
09:11:34.714668,16.000
09:11:34.725823,35.000
09:11:34.740768,73.000
09:11:34.745329,18.000
09:11:34.756549,76.000
09:11:34.772800,94.000
09:11:34.776981,44.000
09:11:34.789394,98.000
09:11:34.799434,22.000
09:11:34.813863,69.000
09:11:34.822739,12.000
09:11:34.829326,22.000
09:11:34.841004,47.000
09:11:34.854337,70.000
09:11:34.865458,21.000
09:11:34.877938,16.000
09:11:34.883253,42.000
09:11:34.891217,11.000
09:11:34.900906,37.000
09:11:34.911767,29.000
09:11:34.922317,86.000
09:11:34.931614,85.000
09:11:34.946955,82.000
09:11:34.952381,46.000
09:11:34.963150,42.000
09:11:34.981932,9.000
09:11:34.986812,48.000
09:11:34.997648,97.000
09:11:35.007128,30.000
09:11:35.025059,97.000
09:11:35.034829,3.000
09:11:35.047625,49.000
09:11:35.055873,72.000
09:11:35.067157,84.000
09:11:35.074748,56.000
09:11:35.093394,70.000
09:11:35.099069,58.000
09:11:35.109953,57.000
09:11:35.128709,18.000
09:11:35.140999,24.000
09:11:35.148517,87.000
09:11:35.159359,78.000
09:11:35.167515,81.000
09:11:35.177000,5.000
09:11:35.187724,10.000
09:11:35.198363,13.000
09:11:35.207606,92.000
09:11:35.221558,73.000
09:11:35.227287,96.000
09:11:35.237762,73.000
09:11:35.248357,66.000
09:11:35.258961,23.000
09:11:35.273826,7.000
09:11:35.285074,24.000
09:11:35.291265,15.000
09:11:35.305384,24.000
09:11:35.321268,93.000
09:11:35.326335,78.000
09:11:35.337851,14.000
09:11:35.354752,70.000
09:11:35.359754,75.000
09:11:35.370682,88.000
09:11:35.379831,13.000
09:11:35.389314,75.000
09:11:35.404510,65.000
09:11:35.411407,6.000
09:11:35.430181,20.000
09:11:35.435636,35.000
09:11:35.447804,8.000
09:11:35.462483,82.000
09:11:35.472528,17.000
09:11:35.482456,56.000
09:11:35.494951,97.000
09:11:35.503809,85.000
09:11:35.512624,81.000
09:11:35.531140,83.000
09:11:35.536068,92.000
09:11:35.547496,20.000
09:11:35.563367,5.000
09:11:35.574789,55.000
09:11:35.581087,10.000
09:11:35.598236,99.000
09:11:35.602356,78.000
09:11:35.616130,13.000
09:11:35.628062,82.000
09:11:35.638775,12.000
09:11:35.650013,47.000
09:11:35.663108,46.000
09:11:35.670914,83.000
09:11:35.681612,51.000
09:11:35.696782,0.000
09:11:35.701191,84.000
09:11:35.712791,35.000
09:11:35.727207,96.000
09:11:35.739160,6.000
09:11:35.752589,21.000
09:11:35.762326,16.000
09:11:35.774583,96.000
09:11:35.780513,68.000
09:11:35.798966,74.000
09:11:35.804479,26.000
09:11:35.822213,67.000
09:11:35.834421,18.000
09:11:35.841137,94.000
09:11:35.857760,52.000
09:11:35.863963,27.000
09:11:35.882063,38.000
09:11:35.892791,25.000
09:11:35.898659,67.000
09:11:35.918689,89.000
09:11:35.928132,49.000
09:11:35.938115,31.000
09:11:35.951633,87.000
09:11:35.959597,51.000
09:11:35.976672,27.000
09:11:35.981964,77.000
09:11:35.992364,21.000
09:11:36.012391,11.000
09:11:36.017761,12.000
09:11:36.029567,31.000
09:11:36.042852,74.000
09:11:36.053877,85.000
09:11:36.064644,58.000
09:11:36.076298,32.000
09:11:36.088599,59.000
09:11:36.094672,5.000
09:11:36.104839,87.000
09:11:36.123601,85.000
09:11:36.128552,30.000
09:11:36.140331,42.000
09:11:36.152949,13.000
09:11:36.163809,2.000
09:11:36.175117,85.000
09:11:36.182474,65.000
09:11:36.198822,59.000
09:11:36.202721,41.000
09:11:36.214804,4.000
09:11:36.230648,51.000
09:11:36.237205,16.000
09:11:36.255660,92.000
09:11:36.260680,86.000
09:11:36.271210,39.000
09:11:36.283687,60.000
09:11:36.294662,9.000
09:11:36.304241,71.000
09:11:36.312427,70.000
09:11:36.322284,6.000
09:11:36.335429,62.000
09:11:36.346704,94.000
09:11:36.361827,86.000
09:11:36.367005,84.000
09:11:36.377549,34.000
09:11:36.388642,90.000
09:11:36.396351,26.000
09:11:36.414495,3.000
09:11:36.425598,37.000
09:11:36.441944,16.000
09:11:36.453357,61.000
09:11:36.460173,35.000
09:11:36.472368,96.000
09:11:36.483468,39.000
09:11:36.496563,64.000
09:11:36.510140,63.000
