13:31:16.865893,3546.6466,N,7844.6804,W,1.560
13:31:16.869041,3546.6460,N,7844.6866,,3.000
13:31:16.884639,3546.6457,N,7844.6848,W,0.910
13:31:17.950822,3546.6459,N,7844.6844,W,0.560
13:31:18.960951,3546.6466,N,7844.6837,W,1.310
13:31:19.970134,3546.6468,N,7844.6832,W,1.440
13:31:20.977690,3546.6472,N,7844.6828,W,0.330
13:31:22.767377,3546.6475,N,7844.6824,W,0.890
13:31:22.771250,3546.6474,N,7844.6822,W,0.730
13:31:23.779505,3546.6471,N,7844.6820,W,0.320
13:31:24.787329,3546.6473,N,7844.6816,W,0.130
13:31:25.795220,3546.6476,N,7844.6812,W,0.700
13:31:26.874247,3546.6476,N,7844.6810,W,0.390
13:31:27.884196,3546.6476,N,7844.6809,W,0.330
13:31:28.894088,3546.6479,N,7844.6807,W,0.680
13:31:29.900443,3546.6481,N,7844.6805,W,0.930
13:31:30.912522,3546.6476,N,7844.6805,W,0.320
13:31:31.926793,3546.6474,N,7844.6805,W,0.210
13:31:32.937033,3546.6471,N,7844.6805,W,0.750
13:31:33.948051,3546.6467,N,7844.6807,W,1.210
13:31:34.955931,3546.6465,N,7844.6807,W,1.000
13:31:35.966490,3546.6466,N,7844.6806,W,0.800
13:31:36.980372,3546.6465,N,7844.6806,W,0.850
13:31:37.988814,3546.6468,N,7844.6805,W,0.050
13:31:38.997127,3546.6473,N,7844.6802,W,0.370
13:31:40.178425,3546.6475,N,7844.6801,W,0.650
13:31:41.282814,3546.6480,N,7844.6798,W,0.310
13:31:42.427961,3546.6480,N,7844.6798,W,0.650
13:31:42.435679,3546.6478,N,7844.6799,W,0.930
13:31:43.444892,3546.6483,N,7844.6797,W,0.140
13:31:44.454951,3546.6484,N,7844.6796,W,0.560
13:31:45.464297,3546.6482,N,7844.6796,W,0.220
13:31:47.585536,3546.6487,N,7844.6792,W,0.430
13:31:47.589021,3546.6494,N,7844.6790,W,0.370
13:31:48.598194,3546.6491,N,7844.6792,W,0.720
13:31:49.606808,3546.6499,N,7844.6788,W,0.310
13:31:50.614005,3546.6504,N,7844.6787,W,0.170
13:31:52.731175,3546.6512,N,7844.6784,W,1.800
13:31:52.733519,3546.6518,N,7844.6781,W,1.880
13:31:53.745060,3546.6522,N,7844.6779,W,0.730
13:31:54.754684,3546.6525,N,7844.6777,W,0.670
13:31:55.762032,3546.6529,N,7844.6776,W,1.800
13:31:56.885516,3546.6529,N,7844.6777,W,1.000
13:31:57.895380,3546.6530,N,7844.6776,W,0.380
13:31:58.904891,3546.6533,N,7844.6775,W,0.820
13:31:59.914723,3546.6534,N,7844.6775,W,0.770
13:32:00.924903,3546.6535,N,7844.6775,W,0.240
13:32:01.940403,3546.6534,N,7844.6777,W,0.250
13:32:02.949225,3546.6534,N,7844.6777,W,0.710
13:32:03.960397,3546.6534,N,7844.6777,W,0.730
13:32:04.971339,3546.6522,N,7844.6782,W,0.250
13:32:05.979439,3546.6521,N,7844.6784,W,0.530
13:32:06.992645,3546.6515,N,7844.6787,W,0.630
